Participant_ID,Completion_Code,Sex,Age,Musician_type,Excerpt_filename,Filename,Type,Musician,Excerpt,Condition,ConditionCong,PC1,PC2,PC3,PC4,PC5,fact_PC1,fact_PC2,fact_PC3,fact_PC4,fact_PC5,fact_mdn_PC1,fact_mdn_PC2,fact_mdn_PC3,fact_mdn_PC4,fact_mdn_PC5,Liking,Expressivity,GEMMES,GEMMES_Value,GEMMES_Bin
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fl_T2,10_Br_Fl_T2.mp4,Video,10,3BrFo,3Fl,4Incong,3,3,0.45086,0.25768,-1.3637,0.21307,0.07386,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,2High,GEMMES_Flow,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fl_T2,10_Br_Fl_T2.mp4,Video,10,3BrFo,3Fl,4Incong,3,3,0.45086,0.25768,-1.3637,0.21307,0.07386,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,2High,GEMMES_Movement,2,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fl_T2,10_Br_Fl_T2.mp4,Video,10,3BrFo,3Fl,4Incong,3,3,0.45086,0.25768,-1.3637,0.21307,0.07386,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,2High,GEMMES_Force,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fl_T2,10_Br_Fl_T2.mp4,Video,10,3BrFo,3Fl,4Incong,3,3,0.45086,0.25768,-1.3637,0.21307,0.07386,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,2High,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fl_T2,10_Br_Fl_T2.mp4,Video,10,3BrFo,3Fl,4Incong,3,3,0.45086,0.25768,-1.3637,0.21307,0.07386,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,2High,GEMMES_Wandering,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fo_T2,10_Br_Fo_T2.mp4,Video,10,3BrFo,5Fo,3Cong,5,8,1.21459,0.29419,-2.3025,1.78157,-0.15181,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Flow,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fo_T2,10_Br_Fo_T2.mp4,Video,10,3BrFo,5Fo,3Cong,5,8,1.21459,0.29419,-2.3025,1.78157,-0.15181,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Movement,6,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fo_T2,10_Br_Fo_T2.mp4,Video,10,3BrFo,5Fo,3Cong,5,8,1.21459,0.29419,-2.3025,1.78157,-0.15181,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Force,8,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fo_T2,10_Br_Fo_T2.mp4,Video,10,3BrFo,5Fo,3Cong,5,8,1.21459,0.29419,-2.3025,1.78157,-0.15181,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Fo_T2,10_Br_Fo_T2.mp4,Video,10,3BrFo,5Fo,3Cong,5,8,1.21459,0.29419,-2.3025,1.78157,-0.15181,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,1Low,GEMMES_Wandering,6,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Pr_T1,10_Br_Pr_T1.mp4,Video,10,3BrFo,2Pr,2Pr,5,5,0.90316,0.47569,-1.79625,1.19927,-0.03048,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,2High,GEMMES_Flow,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Pr_T1,10_Br_Pr_T1.mp4,Video,10,3BrFo,2Pr,2Pr,5,5,0.90316,0.47569,-1.79625,1.19927,-0.03048,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,2High,GEMMES_Movement,6,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Pr_T1,10_Br_Pr_T1.mp4,Video,10,3BrFo,2Pr,2Pr,5,5,0.90316,0.47569,-1.79625,1.19927,-0.03048,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,2High,GEMMES_Force,6,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Pr_T1,10_Br_Pr_T1.mp4,Video,10,3BrFo,2Pr,2Pr,5,5,0.90316,0.47569,-1.79625,1.19927,-0.03048,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,2High,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Br_Pr_T1,10_Br_Pr_T1.mp4,Video,10,3BrFo,2Pr,2Pr,5,5,0.90316,0.47569,-1.79625,1.19927,-0.03048,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,2High,GEMMES_Wandering,1,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Dp_T2,10_Pa_Dp_T2.mp3,Audio,10,2PaMo,1Dp,1Dp,3,4,0.53372,1.15954,-0.41026,-1.22912,1.78926,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,2High,GEMMES_Flow,4,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Dp_T2,10_Pa_Dp_T2.mp3,Audio,10,2PaMo,1Dp,1Dp,3,4,0.53372,1.15954,-0.41026,-1.22912,1.78926,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,2High,GEMMES_Movement,5,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Dp_T2,10_Pa_Dp_T2.mp3,Audio,10,2PaMo,1Dp,1Dp,3,4,0.53372,1.15954,-0.41026,-1.22912,1.78926,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,2High,GEMMES_Force,4,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Dp_T2,10_Pa_Dp_T2.mp3,Audio,10,2PaMo,1Dp,1Dp,3,4,0.53372,1.15954,-0.41026,-1.22912,1.78926,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,2High,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Dp_T2,10_Pa_Dp_T2.mp3,Audio,10,2PaMo,1Dp,1Dp,3,4,0.53372,1.15954,-0.41026,-1.22912,1.78926,2High,2High,1Low,1Low,2High,2High,2High,1Low,1Low,2High,GEMMES_Wandering,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_In_T1,10_Pa_In_T1.mp3,Audio,10,2PaMo,6In,4Incong,3,4,-0.09457,1.88475,0.68987,0.06648,1.13016,1Low,2High,2High,1Low,2High,1Low,2High,2High,2High,2High,GEMMES_Flow,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_In_T1,10_Pa_In_T1.mp3,Audio,10,2PaMo,6In,4Incong,3,4,-0.09457,1.88475,0.68987,0.06648,1.13016,1Low,2High,2High,1Low,2High,1Low,2High,2High,2High,2High,GEMMES_Movement,5,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_In_T1,10_Pa_In_T1.mp3,Audio,10,2PaMo,6In,4Incong,3,4,-0.09457,1.88475,0.68987,0.06648,1.13016,1Low,2High,2High,1Low,2High,1Low,2High,2High,2High,2High,GEMMES_Force,2,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_In_T1,10_Pa_In_T1.mp3,Audio,10,2PaMo,6In,4Incong,3,4,-0.09457,1.88475,0.68987,0.06648,1.13016,1Low,2High,2High,1Low,2High,1Low,2High,2High,2High,2High,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_In_T1,10_Pa_In_T1.mp3,Audio,10,2PaMo,6In,4Incong,3,4,-0.09457,1.88475,0.68987,0.06648,1.13016,1Low,2High,2High,1Low,2High,1Low,2High,2High,2High,2High,GEMMES_Wandering,5,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Mo_T1,10_Pa_Mo_T1.mp3,Audio,10,2PaMo,4Mo,3Cong,3,5,-0.15554,2.13857,1.2038,0.83975,-0.19361,1Low,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,GEMMES_Flow,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Mo_T1,10_Pa_Mo_T1.mp3,Audio,10,2PaMo,4Mo,3Cong,3,5,-0.15554,2.13857,1.2038,0.83975,-0.19361,1Low,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,GEMMES_Movement,6,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Mo_T1,10_Pa_Mo_T1.mp3,Audio,10,2PaMo,4Mo,3Cong,3,5,-0.15554,2.13857,1.2038,0.83975,-0.19361,1Low,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,GEMMES_Force,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Mo_T1,10_Pa_Mo_T1.mp3,Audio,10,2PaMo,4Mo,3Cong,3,5,-0.15554,2.13857,1.2038,0.83975,-0.19361,1Low,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Mo_T1,10_Pa_Mo_T1.mp3,Audio,10,2PaMo,4Mo,3Cong,3,5,-0.15554,2.13857,1.2038,0.83975,-0.19361,1Low,2High,2High,2High,1Low,1Low,2High,2High,2High,1Low,GEMMES_Wandering,5,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Pr_T1,10_Pa_Pr_T1.mp3,Audio,10,2PaMo,2Pr,2Pr,4,5,0.02902,1.64508,0.46283,-0.66872,1.51108,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,GEMMES_Flow,4,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Pr_T1,10_Pa_Pr_T1.mp3,Audio,10,2PaMo,2Pr,2Pr,4,5,0.02902,1.64508,0.46283,-0.66872,1.51108,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,GEMMES_Movement,5,1
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Pr_T1,10_Pa_Pr_T1.mp3,Audio,10,2PaMo,2Pr,2Pr,4,5,0.02902,1.64508,0.46283,-0.66872,1.51108,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,GEMMES_Force,3,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Pr_T1,10_Pa_Pr_T1.mp3,Audio,10,2PaMo,2Pr,2Pr,4,5,0.02902,1.64508,0.46283,-0.66872,1.51108,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,GEMMES_Interior,0,0
R_9tVHkhBiAOugPTz,31786625,F,25,Mus,10_Pa_Pr_T1,10_Pa_Pr_T1.mp3,Audio,10,2PaMo,2Pr,2Pr,4,5,0.02902,1.64508,0.46283,-0.66872,1.51108,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,2High,GEMMES_Wandering,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp4,Video,03,1CaFl,1Dp,1Dp,6,5,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp4,Video,03,1CaFl,1Dp,1Dp,6,5,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Movement,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp4,Video,03,1CaFl,1Dp,1Dp,6,5,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Force,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp4,Video,03,1CaFl,1Dp,1Dp,6,5,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Interior,7,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Dp_T2,03_Ca_Dp_T2.mp4,Video,03,1CaFl,1Dp,1Dp,6,5,0.21606,-1.51487,0.26038,-0.72342,0.16314,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,2High,GEMMES_Wandering,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp4,Video,03,1CaFl,3Fl,3Cong,7,6,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp4,Video,03,1CaFl,3Fl,3Cong,7,6,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Movement,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp4,Video,03,1CaFl,3Fl,3Cong,7,6,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Force,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp4,Video,03,1CaFl,3Fl,3Cong,7,6,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Interior,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fl_T1,03_Ca_Fl_T1.mp4,Video,03,1CaFl,3Fl,3Cong,7,6,0.28393,-1.26158,-0.01423,-0.07106,-0.41308,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,1Low,GEMMES_Wandering,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp4,Video,03,1CaFl,5Fo,4Incong,7,7,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp4,Video,03,1CaFl,5Fo,4Incong,7,7,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Movement,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp4,Video,03,1CaFl,5Fo,4Incong,7,7,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Force,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp4,Video,03,1CaFl,5Fo,4Incong,7,7,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Interior,7,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Fo_T1,03_Ca_Fo_T1.mp4,Video,03,1CaFl,5Fo,4Incong,7,7,0.39837,-0.89152,0.98438,0.07209,0.22322,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,2High,GEMMES_Wandering,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp4,Video,03,1CaFl,2Pr,2Pr,7,7,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp4,Video,03,1CaFl,2Pr,2Pr,7,7,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp4,Video,03,1CaFl,2Pr,2Pr,7,7,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp4,Video,03,1CaFl,2Pr,2Pr,7,7,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Ca_Pr_T1,03_Ca_Pr_T1.mp4,Video,03,1CaFl,2Pr,2Pr,7,7,0.174,-0.89202,0.39153,-0.49606,-0.84506,1Low,1Low,1Low,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp3,Audio,03,5MoWa,1Dp,1Dp,3,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp3,Audio,03,5MoWa,1Dp,1Dp,3,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Movement,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp3,Audio,03,5MoWa,1Dp,1Dp,3,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Force,0,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp3,Audio,03,5MoWa,1Dp,1Dp,3,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Interior,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Dp_T2,03_Mo_Dp_T2.mp3,Audio,03,5MoWa,1Dp,1Dp,3,6,0.50015,-1.54468,0.06788,-0.51657,0.47611,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,1Low,2High,GEMMES_Wandering,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_In_T1,03_Mo_In_T1.mp3,Audio,03,5MoWa,6In,4Incong,6,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_In_T1,03_Mo_In_T1.mp3,Audio,03,5MoWa,6In,4Incong,6,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Movement,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_In_T1,03_Mo_In_T1.mp3,Audio,03,5MoWa,6In,4Incong,6,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Force,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_In_T1,03_Mo_In_T1.mp3,Audio,03,5MoWa,6In,4Incong,6,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Interior,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_In_T1,03_Mo_In_T1.mp3,Audio,03,5MoWa,6In,4Incong,6,6,0.3769,-0.32607,0.74531,-0.1618,-0.93919,1Low,1Low,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,GEMMES_Wandering,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp3,Audio,03,5MoWa,2Pr,2Pr,7,7,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp3,Audio,03,5MoWa,2Pr,2Pr,7,7,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Movement,2,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp3,Audio,03,5MoWa,2Pr,2Pr,7,7,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Force,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp3,Audio,03,5MoWa,2Pr,2Pr,7,7,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Interior,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Pr_T2,03_Mo_Pr_T2.mp3,Audio,03,5MoWa,2Pr,2Pr,7,7,0.4903,-0.68107,1.19423,0.32892,-0.34351,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Wandering,2,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp3,Audio,03,5MoWa,7Wa,3Cong,6,5,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Flow,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp3,Audio,03,5MoWa,7Wa,3Cong,6,5,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Movement,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp3,Audio,03,5MoWa,7Wa,3Cong,6,5,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Force,3,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp3,Audio,03,5MoWa,7Wa,3Cong,6,5,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Interior,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,03_Mo_Wa_T1,03_Mo_Wa_T1.mp3,Audio,03,5MoWa,7Wa,3Cong,6,5,0.46781,-0.41459,0.97701,0.19993,-0.39574,1Low,1Low,2High,1Low,1Low,2High,1Low,2High,2High,1Low,GEMMES_Wandering,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,5,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Flow,2,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,5,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Movement,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,5,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Force,5,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,5,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Interior,0,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Dp_T2,05_Br_Dp_T2.mp3,Audio,05,3BrFo,1Dp,1Dp,2,5,1.10274,-0.31271,-0.89647,0.07646,0.29358,2High,1Low,1Low,1Low,1Low,2High,1Low,1Low,2High,2High,GEMMES_Wandering,6,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,3,5,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Flow,0,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,3,5,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Movement,4,1
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,3,5,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Force,1,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,3,5,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Interior,0,0
R_C3o3bo2qOoJNQUV,54484080,F,24,Mel,05_Br_Fl_T2,05_Br_Fl_T2.mp3,Audio,05,3BrFo,3Fl,4Incong,3,5,0.4878,0.32278,-0.60451,0.41966,-0.99907,1Low,1Low,1Low,1Low,1Low,2High,2High,1Low,2High,1Low,GEMMES_Wandering,5,1
